id,source,target,distance
128,20,48,178.9815
129,20,50,69.7010
130,20,55,181.3975
131,21,6,118.3795
132,21,18,42.4021
133,21,26,90.8427
134,21,48,81.4001
135,21,50,158.9320
136,22,3,35.1085
137,22,13,145.3656
138,22,29,51.8864
139,22,33,19.6709
140,22,54,170.4190
141,23,9,199.2611
142,23,27,161.1621
143,23,32,155.0995
144,23,39,152.9615
145,23,41,81.8814
146,23,42,181.3270
147,23,51,191.9674
148,23,53,162.3103
149,24,7,191.2099
150,24,8,39.8221
151,24,15,141.7777
152,24,19,193.7928
153,24,25,92.0318
154,24,28,174.4059
155,24,56,97.2773
156,24,59,175.2299
157,25,8,70.3843
158,25,12,156.5894
159,25,15,148.4380
160,25,24,92.0318
161,25,28,185.2698
162,25,38,176.4093
163,25,43,199.2649
164,25,56,52.9540
165,25,59,90.7383
166,26,0,193.2695
167,26,5,151.2559
168,26,6,75.3493
169,26,18,56.4834
170,26,20,138.1926
171,26,21,90.8427
172,26,48,54.1619
173,26,50,68.7686
174,26,55,180.7112
175,27,11,78.4313
176,27,19,173.9500
177,27,23,161.1621
178,27,30,114.0317
179,27,32,190.4988
180,27,35,181.1859
181,27,39,163.1875
182,27,41,82.7136
183,27,47,198.1116
184,27,52,81.9999
185,27,53,196.3725
186,28,7,91.6769
187,28,8,144.0722
188,28,15,36.9687
189,28,24,174.4059
190,28,25,185.2698
191,28,38,137.2123
192,28,49,195.6094
193,29,3,65.7678
194,29,13,164.2925
195,29,20,188.6275
196,29,22,51.8864
197,29,33,34.4890
198,29,54,141.4872
199,30,11,49.8168
200,30,27,114.0317
201,30,35,159.9996
202,30,39,193.4868
203,30,40,181.6595
204,30,41,179.6572
205,30,44,176.7438
206,30,47,114.4370
207,30,52,61.0541
208,31,1,177.8234
209,31,4,74.6892
210,31,12,108.2854
211,31,17,157.6792
212,31,43,70.9689
213,31,59,177.7976
214,32,19,79.6639
215,32,23,155.0995
216,32,27,190.4988
217,32,41,170.0407
218,32,42,74.7597
219,32,53,7.4723
220,32,57,152.0890
221,33,3,47.7431
222,33,13,143.2316
223,33,22,19.6709
224,33,29,34.4890
225,33,54,153.0301
226,34,5,63.9976
227,34,20,67.1982
228,34,50,134.6515
229,34,54,176.8584
230,34,55,199.3935
231,34,57,195.6674
232,35,9,170.6661
233,35,11,130.5141
234,35,16,113.2778
235,35,27,181.1859
236,35,30,159.9996
237,35,39,79.2338
238,35,40,46.9233
239,35,41,172.2933
240,35,44,148.1814
241,35,45,94.6960
242,35,46,163.0454
243,36,14,50.4229
244,37,46,196.9873
245,38,8,189.0803
246,38,15,128.5076
247,38,25,176.4093
248,38,28,137.2123
249,39,9,120.2609
250,39,11,148.7244
251,39,16,190.0692
252,39,23,152.9615
253,39,27,163.1875
254,39,30,193.4868
255,39,35,79.2338
256,39,40,121.3325
257,39,41,119.3864
258,39,45,119.7088
259,39,46,178.8529
260,39,51,147.6614
261,40,9,190.3454
262,40,11,162.7098
263,40,16,68.8094
264,40,30,181.6595
265,40,35,46.9233
266,40,39,121.3325
267,40,44,116.4781
268,40,45,82.4812
269,40,46,144.5978
270,41,11,132.0190
271,41,19,189.8580
272,41,23,81.8814
273,41,27,82.7136
274,41,30,179.6572
275,41,32,170.0407
276,41,35,172.2933
277,41,39,119.3864
278,41,52,162.7760
279,41,53,177.3255
280,42,19,145.8505
281,42,23,181.3270
282,42,32,74.7597
283,42,53,72.0965
284,42,57,107.8334
285,43,1,190.2209
286,43,4,83.5845
287,43,12,43.2817
288,43,17,172.0631
289,43,25,199.2649
290,43,31,70.9689
291,43,56,165.2053
292,43,59,121.8975
293,44,11,190.2290
294,44,16,68.0032
295,44,30,176.7438
296,44,35,148.1814
297,44,40,116.4781
298,44,45,190.4241
299,45,9,127.0955
300,45,16,127.3594
301,45,35,94.6960
302,45,39,119.7088
303,45,40,82.4812
304,45,44,190.4241
305,45,46,68.4330
306,45,51,168.7436
307,46,9,138.0547
308,46,16,169.8334
309,46,35,163.0454
310,46,37,196.9873
311,46,39,178.8529
312,46,40,144.5978
313,46,45,68.4330
314,46,51,174.9795
315,47,7,197.1549
316,47,11,160.9735
317,47,27,198.1116
318,47,30,114.4370
319,47,49,156.7460
320,47,52,116.1448
321,48,0,175.1224
322,48,5,180.3303
323,48,6,125.9641
324,48,18,72.8797
325,48,20,178.9815
326,48,21,81.4001
327,48,26,54.1619
328,48,50,110.8057
329,48,55,164.4418
330,49,7,106.1167
331,49,28,195.6094
332,49,47,156.7460
333,50,0,176.3975
334,50,5,86.2128
335,50,6,91.7828
336,50,18,120.8409
337,50,20,69.7010
338,50,21,158.9320
339,50,26,68.7686
340,50,34,134.6515
341,50,48,110.8057
342,50,55,162.9721
343,51,9,41.6640
344,51,23,191.9674
345,51,39,147.6614
346,51,45,168.7436
347,51,46,174.9795
348,52,11,70.9212
349,52,27,81.9999
350,52,30,61.0541
351,52,41,162.7760
352,52,47,116.1448
353,53,19,78.0897
354,53,23,162.3103
355,53,27,196.3725
356,53,32,7.4723
357,53,41,177.3255
358,53,42,72.0965
359,53,57,145.3598
360,54,1,153.7451
361,54,10,115.0152
362,54,13,144.1649
363,54,22,170.4190
364,54,29,141.4872
365,54,33,153.0301
366,54,34,176.8584
367,54,58,166.1072
368,55,0,13.4268
369,55,5,142.9642
370,55,20,181.3975
371,55,26,180.7112
372,55,34,199.3935
373,55,48,164.4418
374,55,50,162.9721
375,56,8,97.3032
376,56,12,125.8771
377,56,15,194.9597
378,56,19,199.0752
379,56,24,97.2773
380,56,25,52.9540
381,56,43,165.2053
382,56,59,85.9508
383,57,1,150.0301
384,57,4,196.3628
385,57,10,142.8970
386,57,19,183.9298
387,57,32,152.0890
388,57,34,195.6674
389,57,42,107.8334
390,57,53,145.3598
391,58,1,145.5173
392,58,2,146.3610
393,58,10,148.6884
394,58,13,146.7912
395,58,54,166.1072
396,59,8,160.6271
397,59,12,79.4373
398,59,17,166.0000
399,59,24,175.2299
400,59,25,90.7383
401,59,31,177.7976
402,59,43,121.8975
403,59,56,85.9508
